City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
350,kiunga,-6.156,141.2582,298.34,84,100,1.9,1720404222,Papua New Guinea
351,rzhyshchiv,50.3449,24.7475,292.08,84,67,1.67,1720404224,Ukraine
352,ar ruseris,11.1885,34.332,293.69,86,63,1.94,1720404226,Sudan
353,mejit,10.2682,170.8628,300.93,80,56,7.12,1720404227,Marshall Islands
354,pervomayskiy,54.8506,61.1495,291.2,86,40,2.89,1720404229,Russia
355,yaren,-0.5541,166.9144,301.65,73,99,4.28,1720404231,Nauru
356,huilong,32.6425,115.4391,305.87,61,98,7.93,1720404232,China
357,i-n-salah,25.3587,2.0046,310.25,8,0,6.71,1720404234,Algeria
358,kisesa,-4.2047,37.8529,289.75,88,74,2.02,1720404236,Tanzania
359,gisborne,-38.8213,177.8606,285.01,59,10,3.21,1720404238,New Zealand
360,scottburgh,-30.326,30.7144,290.11,41,40,5.74,1720404240,South Africa
361,la libertad,14.7213,-87.7435,294.7,95,100,0.92,1720404241,Honduras
362,bayan nur,40.5819,107.222,301.74,29,99,2.63,1720404243,China
363,enewetak,11.3209,162.3045,301.71,79,100,7.49,1720404245,Marshall Islands
364,yigo village,44.4173,82.4,299.04,38,69,1.2,1720404246,Not Found
365,we,-44.8997,174.427,282.08,77,64,13.11,1720404248,Not Found
366,sambava,-14.295,50.1157,292.77,91,99,2.41,1720404250,Madagascar
367,fenoarivo be,-18.4533,46.5467,282.62,46,2,1.61,1720404252,Madagascar
368,queenstown,38.9817,-76.1651,301.54,77,89,3.69,1720404253,United States
369,tvoroyri,61.5492,-6.8319,281.35,79,100,3.79,1720404255,Faroe Islands
370,ilhabela,-23.9681,-45.4621,292.56,85,100,6.18,1720404257,Brazil
371,joao camara,-5.6384,-36.0128,294.58,94,90,3.84,1720404259,Brazil
372,shenjiamen,29.9279,122.2598,300.25,87,47,10.17,1720404260,China
373,tarlac city,15.4023,120.5171,303.47,85,100,1.36,1720404262,Philippines
374,midvagur,62.0201,-7.2491,280.81,87,75,1.54,1720404264,Faroe Islands
375,cargados carajos,-16.6233,59.6385,297.56,75,1,2.8,1720404266,Mauritius
376,spassk,44.5526,132.7508,294.72,93,100,2.47,1720404267,Russia
377,monteagudo,41.9529,-1.7398,289.11,73,4,0.93,1720404269,Spain
378,rio san juan,10.7074,-85.1907,294.39,97,100,1.89,1720404271,Nicaragua
379,rongelap,11.1471,166.6125,301.71,77,38,7.23,1720404272,Marshall Islands
380,lakshmipur,22.7845,90.6676,300.5,89,100,5.37,1720404274,Bangladesh
381,peace river,56.1937,-117.3311,302.74,42,20,2.57,1720404276,Canada
382,bosobolo,4.1481,19.8449,292.86,97,84,0.99,1720404278,Democratic Republic of the Congo
383,ash shafa,21.0294,40.2719,298.55,30,67,1.21,1720404279,Saudi Arabia
384,kainantu,-6.3308,145.8279,295.11,53,96,2.5,1720404281,Papua New Guinea
385,yuxi,23.3172,101.2753,298.77,72,100,1.8,1720404283,China
386,aykhal,65.919,111.4705,295.81,43,100,7.98,1720404284,Russia
387,belel,12.8857,1.5249,302.45,61,100,6.16,1720404286,Niger
388,vohipaho,-21.7977,47.7213,286.2,76,0,1.33,1720404288,Madagascar
389,lesogorsk,56.0363,99.4735,295.93,67,100,1.19,1720404290,Russia
390,pocone,-17.9037,-57.6929,289.0,66,94,3.43,1720404291,Brazil
391,nyurba,63.2638,118.2115,298.22,42,40,4.78,1720404293,Russia
392,palikir - national government center,4.9016,114.9051,302.16,83,75,1.54,1720404295,Brunei
393,nahiyat saddat al hindiyah,32.6913,44.2587,305.55,23,0,2.79,1720404297,Iraq
394,tyukhtet,56.5184,89.2779,289.27,71,100,1.65,1720404298,Russia
395,port-gentil,-0.8752,8.6188,296.0,87,92,5.88,1720404300,Gabon
396,onega,63.8831,37.9731,291.01,80,54,4.13,1720404302,Russia
397,cadale,36.4448,-78.9558,297.32,94,40,0.0,1720404304,United States
398,langepas,61.2186,75.0465,292.2,62,4,4.18,1720404305,Russia
399,nampula,-15.2794,39.1016,290.85,92,8,0.91,1720404307,Mozambique
400,bengbu,32.7162,116.7254,308.0,55,99,5.34,1720404309,China
401,tromso,69.2821,17.16,283.15,90,90,1.58,1720404310,Norway
402,juegang,32.2745,121.1417,308.64,53,68,5.85,1720404312,China
403,santa rosa,38.3643,-122.8343,298.26,65,0,5.14,1720404314,United States
404,camalu,30.8024,-116.1027,293.22,88,8,3.17,1720404316,Mexico
405,paramonga,-10.6945,-77.8863,290.98,88,100,5.99,1720404317,Peru
406,mossel bay,-34.2232,22.1136,280.4,85,97,13.79,1720404319,South Africa
407,morehead city,34.706,-76.8381,301.49,84,0,4.12,1720404321,United States
408,cambria,35.5073,-121.1274,300.46,89,70,2.75,1720404322,United States
409,tangalle,5.982,80.756,299.57,81,71,4.67,1720404325,Sri Lanka
410,keflavik,63.9598,-22.5965,281.99,81,40,5.66,1720404326,Iceland
411,leo,33.4329,-97.4147,302.82,71,49,6.99,1720404328,United States
412,forster,42.5411,-82.6382,298.74,69,20,0.0,1720404330,United States
413,melilla,35.1319,-3.1007,292.05,68,0,1.54,1720404331,Spain
414,kirakira,-10.4769,161.9002,301.26,73,42,5.39,1720404333,Solomon Islands
415,puerto deseado,-47.759,-65.9168,275.36,74,100,3.89,1720404335,Argentina
416,westport,45.7118,-95.1759,291.81,92,0,1.54,1720404337,United States
417,ghadamis,29.9658,9.3301,304.58,16,0,5.26,1720404338,Libya
418,uzgen,40.7536,73.2531,292.83,33,88,1.81,1720404340,Kyrgyzstan
419,ta`u,-14.2208,-169.4958,299.03,83,72,10.82,1720404342,United States
420,xai-xai,-25.2045,33.4807,291.22,47,0,8.46,1720404344,Mozambique
421,phan rang-thap cham,11.5301,108.9189,304.31,58,100,1.57,1720404345,Vietnam
422,ust-tsilma,65.4263,52.1399,290.21,66,7,0.5,1720404347,Russia
423,miri,4.2327,113.828,302.27,83,100,0.42,1720404349,Malaysia
424,vilyuysk,63.7365,121.5981,298.14,41,100,3.74,1720404351,Russia
425,zakamensk,50.3358,103.2646,297.99,41,91,0.89,1720404352,Russia
426,taltal,-26.0611,-70.7371,286.08,83,64,4.8,1720404354,Chile
427,zhob,31.1797,69.2877,298.67,56,0,2.06,1720404356,Pakistan
428,viedma,-41.1618,-64.0094,280.32,63,26,7.76,1720404357,Argentina
429,fukuecho,34.294,133.8572,305.89,65,75,6.69,1720404359,Japan
430,port douglas,-16.53,145.4428,296.9,78,98,4.43,1720404361,Australia
431,beichengqu,38.4502,114.9382,300.24,61,45,3.43,1720404363,China
432,espargos,16.7178,-22.9831,298.5,83,75,1.03,1720404365,Cape Verde
433,obock,11.9592,43.2798,307.83,46,86,4.64,1720404366,Djibouti
434,puerto san carlos,-12.6808,-63.57,300.52,50,100,1.91,1720404368,Bolivia
435,pahrump,36.0012,-116.228,318.69,3,0,5.32,1720404370,United States
436,trevelin,-43.1118,-71.4749,274.07,86,99,0.47,1720404371,Argentina
437,sumbawa besar,-8.5299,117.3796,303.55,42,57,2.67,1720404373,Indonesia
438,torghay,49.6139,63.4781,293.53,77,73,7.03,1720404375,Kazakhstan
439,san antonio de pale,-1.4467,5.592,295.43,85,93,5.62,1720404377,Equatorial Guinea
440,tazacorte,28.592,-17.9497,293.27,95,0,5.14,1720404378,Spain
441,port blair,11.5045,92.579,300.2,81,100,4.53,1720404380,India
442,el porvenir,15.3896,-92.3413,286.84,98,100,0.54,1720404382,Mexico
443,kloster lehnin,52.2384,12.5002,287.41,62,57,2.05,1720404383,Germany
444,tranovaho,-25.32,44.9467,287.49,82,0,2.54,1720404385,Madagascar
445,spring creek,43.0802,-101.0904,292.42,63,68,2.85,1720404387,United States
446,tutoia,-3.175,-42.696,296.43,89,77,0.57,1720404389,Brazil
447,de aar,-30.6906,23.9675,273.53,95,100,11.1,1720404390,South Africa
448,crane,36.8864,-93.584,298.88,76,96,2.19,1720404392,United States
449,gunjur,13.136,-16.7999,296.33,87,100,5.53,1720404394,The Gambia
450,prineville,44.2719,-120.9214,309.37,8,0,6.69,1720404396,United States
451,polewali,-3.4732,119.3127,301.01,73,80,2.44,1720404398,Indonesia
452,igrim,63.1789,64.3908,293.18,61,22,2.95,1720404399,Russia
453,chipinge,-20.2289,32.5794,285.19,20,0,2.4,1720404401,Zimbabwe
454,jiuquan,39.5721,98.3337,293.37,50,10,1.77,1720404403,China
455,tindouf,25.5135,-8.6689,300.62,26,0,6.66,1720404404,Algeria
456,gebeit,21.0467,36.2967,302.89,40,91,6.32,1720404406,Sudan
457,roswell,33.9717,-84.4191,299.09,88,75,4.12,1720404408,United States
458,calvinia,-31.5094,19.7372,274.27,95,99,12.41,1720404410,South Africa
459,santa cruz,36.9421,-122.1513,303.49,68,65,3.62,1720404411,United States
460,asau,46.3441,26.1559,287.81,72,1,0.22,1720404413,Romania
461,coracora,-15.0974,-73.9003,282.28,55,52,0.62,1720404415,Peru
462,smithers,38.1581,-81.3161,297.07,86,99,0.89,1720404417,United States
463,jayapura,-2.8392,140.6028,305.05,56,64,1.53,1720404418,Indonesia
464,kalmunai,7.3732,81.7869,300.98,72,100,1.7,1720404420,Sri Lanka
465,shakawe,-18.4033,21.7998,283.56,13,0,2.97,1720404422,Botswana
466,vila franca do campo,37.7117,-25.4958,295.55,94,75,4.63,1720404424,Portugal
467,juan griego,11.0308,-64.0126,301.06,83,36,5.66,1720404425,Venezuela
468,hasaki,35.743,140.8101,307.4,71,100,2.0,1720404427,Japan
469,ataq,14.3677,46.6854,297.71,70,75,3.35,1720404429,Yemen
470,berezovyy,52.8727,50.2043,290.85,73,9,3.57,1720404430,Russia
471,alnwick,40.109,-75.0929,302.25,67,0,2.57,1720404432,United States
472,zeya,53.7043,127.1934,298.51,26,1,4.01,1720404434,Russia
473,filadelfia,39.867,-75.2803,302.58,74,100,1.32,1720404436,United States
474,magadan,59.4725,150.604,284.59,96,100,1.89,1720404437,Russia
475,hithadhoo,-0.6532,73.0758,301.7,72,100,2.2,1720404439,Maldives
476,mortagne-sur-sevre,46.9645,-1.0164,287.58,80,98,2.04,1720404441,France
477,ba,36.2774,108.2511,289.6,79,100,2.31,1720404442,Not Found
478,tongliao,42.2403,119.2352,298.36,52,100,3.85,1720404444,China
479,ikast,56.099,9.1148,285.23,91,100,3.61,1720404446,Denmark
480,nagqu,31.3186,91.8898,287.11,54,98,1.39,1720404448,China
481,miles city,26.1343,-81.3645,303.14,73,100,1.51,1720404449,United States
482,mesyagutovo,55.5094,58.2029,290.79,93,33,2.19,1720404451,Russia
483,shirpur,21.4256,78.2689,299.3,87,100,1.57,1720404453,India
484,helong,41.997,128.3814,292.57,80,100,3.38,1720404455,China
485,masaka,55.4913,37.2905,291.56,77,0,2.0,1720404457,Russia
486,santa elena de uairen,4.4802,-61.1988,291.66,96,100,0.51,1720404459,Venezuela
487,miquelon,44.0516,-0.2349,286.96,87,46,1.7,1720404460,France
488,pandan,11.6131,121.9387,302.17,72,80,2.27,1720404462,Philippines
489,tamanrasset,20.8949,4.7219,305.96,25,3,5.21,1720404464,Algeria
490,alcains,39.8779,-7.5034,287.67,54,12,1.19,1720404466,Portugal
491,kagizman,40.1007,43.0805,288.63,95,100,2.67,1720404467,Turkey
492,ahar,38.4633,47.0433,289.51,84,73,2.39,1720404469,Iran
493,lobujya,27.93,86.7967,279.56,84,92,1.62,1720404471,Nepal
494,thaton,16.7506,97.0397,301.4,76,94,4.1,1720404472,Myanmar
495,chernyshevskiy,52.6345,58.8174,293.11,85,25,1.66,1720404474,Russia
496,grand falls-windsor,48.9217,-55.7511,292.62,88,3,2.11,1720404476,Canada
497,puerto rico,17.7307,-68.1109,301.38,80,40,3.69,1720404478,United States
498,sao gabriel da cachoeira,-1.5279,-70.0472,296.2,94,37,0.7,1720404479,Brazil
499,holyhead,53.2707,-4.6731,285.21,87,8,4.63,1720404481,United Kingdom
500,guangyuan,32.273,105.6963,295.21,97,100,2.63,1720404483,China
501,rumbek,6.6464,29.5167,293.49,92,77,1.95,1720404485,South Sudan
502,mahina,13.7206,-10.8882,299.8,70,100,2.68,1720404486,Mali
503,saldanha,-33.0378,17.9056,284.31,62,89,14.63,1720404488,South Africa
504,muli,27.6786,100.1668,283.67,64,100,0.95,1720404490,China
505,kayangel,7.8369,134.2032,302.03,78,72,6.34,1720404492,Palau
506,baker city,44.7515,-117.8594,305.14,17,0,3.6,1720404493,United States
507,greymouth,-42.4899,171.168,285.05,66,67,1.3,1720404495,New Zealand
508,al kharijah,15.3395,44.1967,292.73,46,90,0.78,1720404497,Yemen
509,port alfred,-33.6382,26.8515,285.58,57,90,3.58,1720404498,South Africa
510,la passe,46.2022,-1.4612,288.24,66,100,4.12,1720404500,France
511,carinhanha,-14.3411,-44.1114,295.16,53,13,0.97,1720404502,Brazil
512,aktau,43.623,51.123,299.28,54,39,4.25,1720404504,Kazakhstan
513,hotan,36.918,79.8318,296.25,29,35,2.47,1720404505,China
514,coquimbo,-30.5098,-71.6709,284.52,81,0,8.92,1720404507,Chile
515,paris,48.8156,2.2241,287.55,80,0,1.54,1720404509,France
516,kailua-kona,19.6176,-156.0434,298.02,92,76,3.24,1720404511,United States
517,subaykhan,34.8406,40.5814,302.64,36,0,5.79,1720404512,Syria
518,maturin,9.6252,-63.356,299.79,91,36,2.27,1720404514,Venezuela
519,soio,48.8456,2.3837,288.01,82,0,1.54,1720404516,France
520,raahe,64.3187,23.6907,289.82,75,100,12.36,1720404518,Finland
521,yulinshi,72.5409,80.9167,286.8,55,0,2.53,1720404520,Not Found
522,karema,-6.8424,30.4193,294.85,54,79,2.13,1720404522,Tanzania
523,tralee,37.5373,-81.4207,296.77,87,40,1.5,1720404523,United States
524,fort st. john,56.2101,-120.8811,300.24,57,8,1.37,1720404525,Canada
525,aleksandrow kujawski,52.8549,18.6773,288.8,83,100,1.83,1720404527,Poland
526,burutu,5.0112,5.2058,299.51,82,100,8.31,1720404528,Nigeria
527,yarkovo,54.7925,82.5795,289.88,91,100,4.38,1720404530,Russia
528,terek,43.4623,44.1163,296.19,51,99,2.28,1720404532,Russia
529,baneasa,43.9639,27.6301,288.9,62,0,0.42,1720404534,Romania
530,saint-philippe,-21.3768,55.6781,292.96,65,0,2.8,1720404535,France
531,gangtok,27.169,88.4523,293.41,82,14,0.91,1720404537,India
532,itaituba,-8.4058,-57.8606,296.31,53,3,0.55,1720404539,Brazil
533,chegdomyn,51.1087,132.9476,287.1,93,100,1.98,1720404541,Russia
534,tacna,32.6786,-113.9739,317.07,18,0,5.7,1720404542,United States
535,shangri-la,27.6763,99.5441,281.54,94,100,1.22,1720404544,China
536,linxia chengguanzhen,35.0255,103.9978,286.95,87,100,1.26,1720404546,China
537,muynoq,43.156,58.1745,299.09,38,0,3.01,1720404547,Uzbekistan
538,santo antonio,-7.0224,-37.9552,294.87,82,54,3.19,1720404549,Brazil
539,mirny,62.4885,113.9161,297.13,39,90,5.44,1720404551,Russia
540,zhosaly,45.4722,64.0617,298.66,42,54,4.37,1720404552,Kazakhstan
541,wusong,22.5778,120.2596,306.18,66,20,2.57,1720404554,Taiwan
542,beaufort west,-32.3936,22.5406,277.94,63,93,10.81,1720404556,South Africa
543,kuqa,41.5535,82.7944,301.64,25,100,1.88,1720404558,China
544,yaring,6.825,101.3313,302.75,76,100,1.94,1720404559,Thailand
545,pirawa,24.1215,75.9938,301.41,74,100,3.69,1720404561,India
546,seaside,45.9467,-123.9618,293.16,77,57,2.69,1720404563,United States
547,chibougamau,49.7341,-74.4684,291.74,62,5,2.42,1720404565,Canada
548,slave lake,55.2502,-114.8105,296.62,59,4,2.53,1720404566,Canada
549,kalix,65.2898,22.338,285.21,86,100,11.29,1720404568,Sweden
550,borgarnes,64.4983,-21.9602,282.02,87,37,1.27,1720404570,Iceland
551,usogorsk,63.4126,48.6328,289.85,65,2,0.88,1720404571,Russia
552,dawson creek,55.7304,-120.2893,299.81,59,6,1.69,1720404573,Canada
553,akureyri,65.6604,-18.1595,278.69,78,13,0.56,1720404575,Iceland
554,page,36.8744,-111.622,312.18,10,40,6.69,1720404577,United States
555,genlis,47.2126,5.1935,285.13,82,100,1.75,1720404578,France
556,puerto armuelles,8.1683,-82.9976,302.23,72,100,1.73,1720404580,Panama
557,kavalerovo,44.243,134.9964,296.75,84,89,0.67,1720404582,Russia
558,ujae,8.7203,165.3165,301.97,75,100,7.16,1720404584,Marshall Islands
559,phu kradueng,16.7262,101.7265,299.68,73,24,0.83,1720404585,Thailand
560,chui,-33.7435,-53.5227,277.73,86,31,2.66,1720404587,Brazil
561,jinan,35.9921,116.2193,300.21,71,100,2.18,1720404589,China
562,yanbu,23.929,37.9087,303.23,79,26,4.96,1720404591,Saudi Arabia
563,okha,53.5616,142.9015,283.17,97,100,3.14,1720404592,Russia
564,selfoss,63.8968,-21.0435,281.97,90,87,1.2,1720404594,Iceland
565,daru,-9.2299,143.05,298.83,80,50,8.24,1720404596,Papua New Guinea
566,manali,32.2055,77.1473,283.38,63,31,0.68,1720404598,India
567,san juan cotzal,15.3939,-91.0758,285.98,95,100,0.89,1720404599,Guatemala
568,manokwari,-1.0214,133.9167,298.15,80,100,1.14,1720404601,Indonesia
569,manay,7.02,126.2955,296.91,96,100,1.94,1720404603,Philippines
570,merritt island,28.3181,-80.7368,303.14,80,10,6.71,1720404605,United States
571,klaksvik,62.1674,-6.629,280.81,80,100,3.15,1720404606,Faroe Islands
572,kasempa,-13.4983,25.7915,285.11,33,5,2.01,1720404608,Zambia
573,kovdor,67.4839,30.3504,285.07,92,4,5.95,1720404610,Russia
574,loen,61.8521,6.8266,283.31,90,100,2.2,1720404612,Norway
575,melfi,40.9487,15.5429,292.79,60,0,3.59,1720404613,Italy
576,inari,28.4937,-97.0739,301.06,86,100,7.18,1720404615,United States
577,lambton shores,43.0657,-82.0873,295.23,80,0,1.67,1720404617,Canada
578,brisas de zicatela,15.7967,-97.0829,302.61,84,40,1.03,1720404618,Mexico
579,dossor,47.5061,52.9479,301.85,40,51,4.69,1720404620,Kazakhstan
580,machico,32.7005,-16.9056,287.89,86,20,2.57,1720404622,Portugal
581,kinana,29.2192,76.318,299.54,82,99,4.97,1720404623,India
582,laguna,32.5673,-111.6493,315.75,12,0,7.35,1720404625,United States
583,cumaribo,2.7368,-71.0778,294.78,99,21,0.79,1720404627,Colombia
584,pacific grove,36.5976,-122.0028,294.16,84,0,3.09,1720404629,United States
585,el granada,37.4829,-122.4895,299.35,73,20,9.26,1720404630,United States
586,mar del plata,-38.1337,-57.6591,278.02,80,66,2.98,1720404632,Argentina
587,nantucket,41.1889,-70.3974,297.12,100,99,4.31,1720404634,United States
588,omaruru,-21.4508,15.9291,279.46,83,0,2.18,1720404636,Namibia
589,vredendal,-31.7194,18.4522,282.14,66,57,9.72,1720404637,South Africa
590,tarazona,41.7784,-1.8638,286.5,68,11,2.26,1720404639,Spain
591,salym,59.9433,71.3043,290.6,57,9,2.91,1720404641,Russia
592,lampazos de naranjo,26.986,-100.5456,307.42,38,100,3.51,1720404643,Mexico
593,lerwick,60.1285,-1.2137,282.7,93,100,4.63,1720404644,United Kingdom
594,woolgoolga,-30.1498,153.1153,288.22,97,100,0.0,1720404646,Australia
595,nizhneangarsk,55.7621,109.54,292.19,69,73,1.52,1720404648,Russia
596,nalut,31.7038,10.8228,300.44,24,0,6.05,1720404650,Libya
597,fannuj,26.5558,59.6197,306.14,9,67,0.54,1720404652,Iran
598,karratha,-20.897,116.6879,296.61,21,21,5.48,1720404653,Australia
599,gracias,14.429,-88.7414,292.23,97,100,0.79,1720404655,Honduras
600,patacamaya,-17.3255,-68.1085,278.35,56,100,3.48,1720404657,Bolivia
601,pirai do sul,-24.6467,-50.21,287.41,73,99,2.02,1720404658,Brazil
602,greeley,40.3776,-104.9074,291.15,75,0,4.12,1720404660,United States
603,porto novo,6.3391,2.4653,298.4,87,100,6.92,1720404662,Benin
